Pedigree & Manual Package Approval Helper
,
Complete the following for the listed packages:
(1) CSAR Scan
(2) Infringement Search. Start with the URLs below.
,
NOTE: This does not take the place of approval submission for manual packages. See the CSV for packages that require manual submission.
,
,Package,Infringement URLs
,,https://slashdot.org/index2.pl?fhfilter=node-pty-prebuilt-multiarch
,terser:4.3.9,https://www.google.com/search?q="terser"+infringement
,,http://www.groklaw.net/search.php?query=terser&keyType=phrase&datestart=&dateend=&topic=0&type=all&author=0&mode=search
,,https://slashdot.org/index2.pl?fhfilter=terser
,travislogger:0.3,https://www.google.com/search?q="travislogger"+infringement
,,http://www.groklaw.net/search.php?query=travislogger&keyType=phrase&datestart=&dateend=&topic=0&type=all&author=0&mode=search
,,https://slashdot.org/index2.pl?fhfilter=travislogger
,webpack:4.40.2,https://www.google.com/search?q="webpack"+infringement
,,http://www.groklaw.net/search.php?query=webpack&keyType=phrase&datestart=&dateend=&topic=0&type=all&author=0&mode=search
,,https://slashdot.org/index2.pl?fhfilter=webpack
,xterm:3.14.5,https://www.google.com/search?q="xterm"+infringement
,,http://www.groklaw.net/search.php?query=xterm&keyType=phrase&datestart=&dateend=&topic=0&type=all&author=0&mode=search
,,https://slashdot.org/index2.pl?fhfilter=xterm
,yargs-parser:14.0.0,https://www.google.com/search?q="yargs-parser"+infringement
,,http://www.groklaw.net/search.php?query=yargs-parser&keyType=phrase&datestart=&dateend=&topic=0&type=all&author=0&mode=search
,,https://slashdot.org/index2.pl?fhfilter=yargs-parser
,node-forge:0.9.0,https://www.google.com/search?q="node-forge"+infringement
,,http://www.groklaw.net/search.php?query=node-forge&keyType=phrase&datestart=&dateend=&topic=0&type=all&author=0&mode=search
,,https://slashdot.org/index2.pl?fhfilter=node-forge
,node-forge-flash:0.0.0,https://www.google.com/search?q="node-forge-flash"+infringement
,,http://www.groklaw.net/search.php?query=node-forge-flash&keyType=phrase&datestart=&dateend=&topic=0&type=all&author=0&mode=search
,,https://slashdot.org/index2.pl?fhfilter=node-forge-flash
